customer_id,churn,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,charges_daily,charges_monthly,charges_total,charges_monthly_seg,charges_total_seg,tenure_seg
1998-VHJHK,0,Female,0,0,0,27,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,0.64,19.15,501.35,Bajo,Medio-bajo,Intermedio
2000-DHJUY,0,Female,1,1,0,70,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),3.07,92.2,6474.45,Alto,Alto,Muy leal
2000-MPKCA,0,Female,0,0,0,58,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,3.59,107.75,6332.75,Alto,Alto,Leal
2001-EWBQU,0,Female,0,0,0,60,1,1,Fiber optic,0,1,1,0,1,1,Two year,0,Electronic check,3.49,104.7,6333.8,Alto,Alto,Leal
2001-MCUUW,0,Male,0,0,0,46,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Electronic check,3.62,108.65,4903.2,Alto,Alto,Leal
2002-MZHWP,1,Female,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.68,20.5,20.5,Bajo,Bajo,Nuevo
2003-CKLOR,1,Male,0,0,0,66,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,3.32,99.5,6710.5,Alto,Alto,Muy leal
2004-OCQXK,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,2.73,81.95,81.95,Medio-alto,Bajo,Nuevo
2005-DWQZJ,0,Female,0,1,1,8,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0.64,19.05,201.7,Bajo,Bajo,Nuevo
2007-QVGAW,0,Female,0,1,1,68,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),0.64,19.35,1292.65,Bajo,Medio-bajo,Muy leal
2011-TRQYE,1,Male,0,0,0,18,0,No phone service,DSL,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),1.12,33.5,600.0,Bajo,Medio-bajo,Intermedio
2012-NWRPA,1,Female,1,1,0,11,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,3.32,99.55,1131.2,Alto,Medio-bajo,Nuevo
2013-SGDXK,1,Female,0,0,0,1,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,0,Electronic check,2.81,84.3,84.3,Medio-alto,Bajo,Nuevo
2014-MKGMH,0,Female,0,0,0,46,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,3.37,101.1,4674.4,Alto,Alto,Leal
2017-CCBLH,0,Female,0,0,0,8,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0.67,20.0,141.6,Bajo,Bajo,Nuevo
2018-PZKMU,0,Male,0,1,1,9,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Electronic check,3.44,103.1,970.45,Alto,Medio-bajo,Nuevo
2018-QKYGT,0,Male,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,2.7,81.05,81.05,Medio-alto,Bajo,Nuevo
2019-HDCZY,0,Male,0,1,0,63,1,1,Fiber optic,0,0,1,0,1,1,Two year,0,Electronic check,3.42,102.6,6296.75,Alto,Alto,Muy leal
2023-VQFDL,0,Male,0,0,0,18,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,0.63,19.0,348.8,Bajo,Bajo,Intermedio
2024-BASKD,1,Female,0,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,2.49,74.6,74.6,Medio-alto,Bajo,Nuevo
2025-JKFWI,1,Male,0,0,0,13,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Mailed check,3.3,99.0,1301.7,Alto,Medio-bajo,Intermedio
2026-TGDHM,1,Female,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,2.64,79.3,523.15,Medio-alto,Medio-bajo,Nuevo
2027-CWDNU,0,Male,0,1,1,18,1,0,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Electronic check,2.85,85.6,1601.5,Medio-alto,Medio-alto,Intermedio
2027-DNKIV,0,Male,0,1,1,37,1,0,DSL,1,0,1,1,0,0,One year,1,Mailed check,1.96,58.75,2203.1,Medio-bajo,Medio-alto,Leal
2027-FECZV,1,Male,0,0,0,12,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,3.56,106.7,1253.9,Alto,Medio-bajo,Nuevo
2027-OAQQC,1,Female,0,0,0,43,0,No phone service,DSL,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),1.64,49.05,2076.2,Medio-bajo,Medio-alto,Leal
2027-WKXMW,0,Female,0,1,0,63,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,3.62,108.75,6871.7,Alto,Alto,Muy leal
2030-BTZRO,0,Male,0,1,1,6,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),0.68,20.4,107.6,Bajo,Bajo,Nuevo
2034-CGRHZ,1,Male,1,0,0,24,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),3.43,102.95,2496.7,Alto,Medio-alto,Intermedio
2034-GDRCN,1,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,3.01,90.4,168.2,Alto,Bajo,Nuevo
2037-SGXHH,1,Male,0,1,1,38,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,3.16,94.65,3624.3,Alto,Medio-alto,Leal
2037-XJFUP,1,Male,0,1,0,33,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,3.19,95.8,3036.75,Alto,Medio-alto,Intermedio
2038-LLMLM,0,Female,0,0,0,48,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,3.46,103.85,4946.05,Alto,Alto,Leal
2038-OEQZH,0,Male,0,0,0,4,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,2.87,86.05,308.1,Medio-alto,Bajo,Nuevo
2038-YSEZE,0,Female,0,0,0,29,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Mailed check,2.25,67.45,1801.1,Medio-bajo,Medio-alto,Intermedio
2039-JONDJ,0,Male,0,0,0,27,1,0,DSL,1,1,0,0,0,0,One year,0,Bank transfer (automatic),1.85,55.45,1477.65,Medio-bajo,Medio-alto,Intermedio
2040-LDIWQ,0,Male,0,1,1,65,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),2.81,84.2,5324.5,Medio-alto,Alto,Muy leal
2040-OBMLJ,0,Male,0,0,0,31,1,1,Fiber optic,0,0,0,1,0,0,One year,0,Credit card (automatic),2.72,81.7,2548.65,Medio-alto,Medio-alto,Intermedio
2040-VZIKE,0,Female,0,1,0,49,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Mailed check,3.36,100.85,4847.35,Alto,Alto,Leal
2040-XBAVJ,0,Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),3.82,114.45,8100.55,Alto,Alto,Muy leal
2041-JIJCI,0,Female,0,0,0,5,1,1,DSL,0,1,0,0,0,1,Month-to-month,1,Electronic check,2.13,64.0,370.25,Medio-bajo,Bajo,Nuevo
2043-WVTQJ,0,Male,0,1,0,1,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,1.86,55.7,55.7,Medio-bajo,Bajo,Nuevo
2045-BMBTJ,0,Female,1,0,0,33,0,No phone service,DSL,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),1.98,59.45,1884.65,Medio-bajo,Medio-alto,Intermedio
2049-BAFNW,0,Female,0,0,0,1,0,No phone service,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,1.2,35.9,35.9,Medio-bajo,Bajo,Nuevo
2050-ONYDQ,0,Female,0,1,1,65,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0.87,26.0,1654.85,Bajo,Medio-alto,Muy leal
2054-PJOCK,0,Female,0,0,0,60,1,1,DSL,0,0,1,1,1,1,One year,0,Credit card (automatic),2.68,80.55,4847.05,Medio-alto,Alto,Leal
2055-BFOCC,0,Male,1,1,0,63,1,0,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),2.8,84.0,5329.55,Medio-alto,Alto,Muy leal
2055-PDADH,1,Female,1,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.35,70.4,204.7,Medio-alto,Bajo,Nuevo
2055-SIFSS,0,Female,1,1,0,55,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),1.72,51.65,2838.55,Medio-bajo,Medio-alto,Leal
2056-EVGZL,0,Male,0,1,1,68,1,0,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),3.52,105.75,7322.5,Alto,Alto,Muy leal
2057-BOYKM,0,Female,1,1,0,72,1,1,Fiber optic,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),3.22,96.6,6827.5,Alto,Alto,Muy leal
2057-ZBLPD,1,Female,0,1,0,21,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,2.88,86.5,1808.7,Medio-alto,Medio-alto,Intermedio
2058-DCJBE,1,Male,0,0,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.33,69.75,324.6,Medio-bajo,Bajo,Nuevo
2061-VVFST,0,Female,0,1,0,37,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),0.65,19.5,805.2,Bajo,Medio-bajo,Leal
2065-MMKGR,0,Female,0,0,0,29,1,1,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),2.37,71.0,2080.1,Medio-alto,Medio-alto,Intermedio
2067-QYTCF,0,Female,0,1,0,64,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,3.7,111.15,6953.4,Alto,Alto,Muy leal
2068-WWXQZ,0,Male,0,0,0,46,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0.67,20.05,902.0,Bajo,Medio-bajo,Leal
2070-FNEXE,1,Female,1,0,0,7,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),2.55,76.45,503.6,Medio-alto,Medio-bajo,Nuevo
2070-XYMFH,0,Female,1,0,0,23,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,2.64,79.35,1835.3,Medio-alto,Medio-alto,Intermedio
2072-ZVJJX,0,Male,0,1,0,68,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0.84,25.25,1728.2,Bajo,Medio-alto,Muy leal
2073-QBVBI,0,Female,0,1,0,41,0,No phone service,DSL,0,1,0,1,0,0,One year,0,Mailed check,1.18,35.45,1391.65,Bajo,Medio-bajo,Leal
2074-GKOWZ,1,Male,0,1,1,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),2.98,89.55,185.55,Medio-alto,Bajo,Nuevo
2074-GUHPQ,0,Female,0,0,1,17,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),3.09,92.7,1556.85,Alto,Medio-alto,Intermedio
2075-PUEPR,0,Male,0,1,1,55,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0.64,19.35,1153.25,Bajo,Medio-bajo,Leal
2075-RMJIK,0,Female,0,1,1,5,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,1.65,49.4,232.55,Medio-bajo,Bajo,Nuevo
2077-DDHJK,0,Female,0,1,0,68,1,1,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),2.36,70.9,4911.35,Medio-alto,Alto,Muy leal
2077-MPJQO,0,Male,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.51,75.4,533.05,Medio-alto,Medio-bajo,Nuevo
2079-FBMZK,1,Female,0,0,0,6,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,2.31,69.25,418.4,Medio-bajo,Medio-bajo,Nuevo
2080-CAZNM,0,Female,1,0,0,41,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,3.48,104.4,4133.95,Alto,Alto,Leal
2080-GKCWQ,0,Male,0,0,0,2,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,2.5,74.95,151.75,Medio-alto,Bajo,Nuevo
2080-SRCDE,0,Female,0,0,1,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.85,25.4,25.4,Bajo,Bajo,Nuevo
2081-KJSQF,0,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,0.68,20.25,20.25,Bajo,Bajo,Nuevo
2081-VEYEH,0,Male,0,0,0,3,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,3.6,107.95,318.6,Alto,Bajo,Nuevo
2082-CEFLT,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,1.52,45.6,45.6,Medio-bajo,Bajo,Nuevo
2082-OJVTK,1,Male,0,1,1,29,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,2.97,89.2,2698.35,Medio-alto,Medio-alto,Intermedio
2085-BOJKI,0,Male,0,1,0,17,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),3.22,96.65,1588.25,Alto,Medio-alto,Intermedio
2085-JVGAD,0,Male,0,1,0,37,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),0.68,20.35,697.65,Bajo,Medio-bajo,Leal
2087-QAREY,0,Female,0,1,0,22,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,1.82,54.7,1178.75,Medio-bajo,Medio-bajo,Intermedio
2088-IEBAU,0,Female,0,0,0,68,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,2.94,88.15,6148.45,Medio-alto,Alto,Muy leal
2091-GPPIQ,0,Female,0,1,1,72,1,1,DSL,0,1,0,1,1,1,Two year,1,Electronic check,2.63,78.95,5730.15,Medio-alto,Alto,Muy leal
2091-MJTFX,1,Female,0,1,1,30,0,No phone service,DSL,0,0,0,1,1,1,Month-to-month,0,Credit card (automatic),1.71,51.2,1561.5,Medio-bajo,Medio-alto,Intermedio
2091-RFFBA,1,Female,1,0,0,31,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.46,73.9,2217.15,Medio-alto,Medio-alto,Intermedio
2096-XOTMO,0,Female,0,1,1,16,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.64,19.35,275.9,Bajo,Bajo,Intermedio
2097-YVPKN,0,Male,0,0,0,65,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0.86,25.75,1654.75,Bajo,Medio-alto,Muy leal
2100-BDNSN,1,Female,0,1,0,5,1,1,DSL,0,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),2.26,67.95,350.3,Medio-bajo,Bajo,Nuevo
2101-RANCD,0,Female,0,0,0,55,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.44,73.1,4144.9,Medio-alto,Alto,Leal
2103-ZRXFN,0,Male,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,1.69,50.75,50.75,Medio-bajo,Bajo,Nuevo
2105-PHWON,0,Female,0,1,0,33,1,1,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Credit card (automatic),3.17,95.0,3008.15,Alto,Medio-alto,Intermedio
2107-FBPTK,0,Female,1,0,0,30,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,3.47,104.1,3121.1,Alto,Medio-alto,Intermedio
2108-GLPQB,0,Male,0,1,0,25,1,1,DSL,0,0,1,0,0,0,Month-to-month,0,Credit card (automatic),1.85,55.55,1405.3,Medio-bajo,Medio-alto,Intermedio
2108-XWMPY,1,Male,0,0,0,3,0,No phone service,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,1.18,35.45,106.85,Bajo,Bajo,Nuevo
2108-YKQTY,1,Female,0,0,0,4,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),1.69,50.7,151.3,Medio-bajo,Bajo,Nuevo
2111-DWYHN,0,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.7,21.1,21.1,Bajo,Bajo,Nuevo
2114-MGINA,1,Female,0,0,0,14,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,2.99,89.8,1129.1,Medio-alto,Medio-bajo,Intermedio
2115-BFTIW,1,Male,0,0,0,25,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,2.37,70.95,1767.35,Medio-alto,Medio-alto,Intermedio
2120-SMPEX,0,Male,0,0,0,25,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,0.67,20.15,536.35,Bajo,Medio-bajo,Intermedio
2121-JAFOM,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),3.85,115.55,8312.4,Alto,Alto,Muy leal
2122-SZZZD,0,Male,0,0,0,44,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),0.65,19.5,835.5,Bajo,Medio-bajo,Leal
2122-YWVYA,0,Female,0,0,0,18,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,2.51,75.4,1380.4,Medio-alto,Medio-bajo,Intermedio
2123-AGEEN,0,Female,1,0,0,7,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,2.81,84.35,609.65,Medio-alto,Medio-bajo,Nuevo
2123-VSCOT,0,Female,0,1,1,59,1,1,DSL,0,0,1,1,1,0,Two year,1,Bank transfer (automatic),2.4,72.1,4194.85,Medio-alto,Alto,Leal
2126-GSEGL,0,Female,0,1,0,70,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),2.83,84.8,5917.55,Medio-alto,Alto,Muy leal
2129-ALKBS,0,Female,0,1,1,40,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,0.87,26.2,1077.5,Bajo,Medio-bajo,Leal
2133-TSRRM,0,Female,0,0,1,34,1,0,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),3.51,105.35,3688.6,Alto,Medio-alto,Intermedio
2135-DQWAQ,0,Female,0,0,0,5,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Mailed check,2.84,85.3,420.45,Medio-alto,Medio-bajo,Nuevo
2135-RXIHG,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,1.52,45.65,45.65,Medio-bajo,Bajo,Nuevo
2137-DQMEV,0,Male,0,1,1,68,0,No phone service,DSL,1,1,0,0,1,0,One year,0,Mailed check,1.49,44.8,2983.65,Medio-bajo,Medio-alto,Muy leal
2138-VFAPZ,0,Female,0,1,1,14,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,0.66,19.7,263.65,Bajo,Bajo,Intermedio
2139-FQHLM,0,Male,0,0,0,19,1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Mailed check,3.0,89.95,1682.4,Alto,Medio-alto,Intermedio
2141-RRYGO,1,Female,0,0,0,4,1,0,DSL,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),2.29,68.65,261.25,Medio-bajo,Bajo,Nuevo
2143-LJULT,0,Female,0,1,0,67,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),0.84,25.25,1733.15,Bajo,Medio-alto,Muy leal
2144-BFDSO,0,Female,1,1,0,50,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,0,Bank transfer (automatic),3.62,108.75,5431.9,Alto,Alto,Leal
2144-ESWKO,0,Male,0,0,0,43,0,No phone service,DSL,1,0,1,0,0,0,One year,1,Credit card (automatic),1.17,35.2,1463.7,Bajo,Medio-alto,Leal
2146-EGVDT,0,Male,0,1,1,59,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0.64,19.3,1192.7,Bajo,Medio-bajo,Leal
2150-OEGBV,0,Male,0,0,0,27,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),0.67,20.1,562.6,Bajo,Medio-bajo,Intermedio
2150-UWTFY,1,Female,0,1,1,22,1,0,DSL,1,1,1,0,0,0,Month-to-month,0,Mailed check,2.04,61.15,1422.05,Medio-bajo,Medio-alto,Intermedio
2150-WLKUW,0,Female,0,1,0,40,1,1,DSL,0,1,0,0,1,0,One year,0,Bank transfer (automatic),2.13,63.9,2635.0,Medio-bajo,Medio-alto,Leal
2153-MREFK,1,Female,0,1,0,37,1,1,Fiber optic,1,0,1,1,0,1,One year,1,Electronic check,3.31,99.2,3754.6,Alto,Medio-alto,Leal
2154-KVJFF,1,Female,0,0,0,15,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,2.66,79.75,1111.85,Medio-alto,Medio-bajo,Intermedio
2155-AMQRX,0,Female,0,0,0,28,1,1,DSL,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),1.83,54.9,1505.15,Medio-bajo,Medio-alto,Intermedio
2157-MXBJS,1,Male,0,1,0,13,1,1,DSL,0,0,1,0,1,1,One year,1,Mailed check,2.51,75.3,989.45,Medio-alto,Medio-bajo,Intermedio
2159-TURXX,0,Male,0,0,0,5,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),0.67,20.05,95.55,Bajo,Bajo,Nuevo
2160-GPFXD,0,Male,0,1,1,54,1,1,DSL,1,1,0,1,0,0,Two year,1,Credit card (automatic),2.19,65.65,3566.7,Medio-bajo,Medio-alto,Leal
2162-FRZAA,0,Male,0,1,1,63,0,No phone service,DSL,0,1,1,1,0,0,Two year,0,Bank transfer (automatic),1.31,39.35,2395.05,Medio-bajo,Medio-alto,Muy leal
2164-SOQXL,0,Female,0,1,1,20,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.67,20.05,406.05,Bajo,Medio-bajo,Intermedio
2165-VOEGB,1,Female,0,0,1,46,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Bank transfer (automatic),3.51,105.2,4822.85,Alto,Alto,Leal
2167-FQSTQ,0,Female,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,3.08,92.4,6786.1,Alto,Alto,Muy leal
2169-RRLFW,0,Female,0,1,0,71,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0.85,25.6,1888.25,Bajo,Medio-alto,Muy leal
2171-UDMFD,0,Male,0,1,1,32,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),0.65,19.45,674.55,Bajo,Medio-bajo,Intermedio
2172-EJXVF,0,Female,1,0,0,71,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,3.53,105.9,7521.95,Alto,Alto,Muy leal
2176-LVPNX,0,Female,1,0,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,2.99,89.85,6293.45,Medio-alto,Alto,Muy leal
2176-OSJUV,0,Male,0,1,0,71,1,1,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),2.17,65.15,4681.75,Medio-bajo,Alto,Muy leal
2178-PMGCJ,0,Male,0,0,0,22,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,2.32,69.7,1490.4,Medio-bajo,Medio-alto,Intermedio
2180-DXNEG,1,Female,0,0,0,12,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,3.2,96.0,1062.1,Alto,Medio-bajo,Nuevo
2181-TIDSV,0,Male,0,1,1,68,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),0.66,19.95,1303.25,Bajo,Medio-bajo,Muy leal
2181-UAESM,0,Male,0,0,0,2,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Electronic check,1.78,53.45,119.5,Medio-bajo,Bajo,Nuevo
2186-QZEYA,0,Female,1,0,0,29,1,1,DSL,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),1.95,58.55,1718.95,Medio-bajo,Medio-alto,Intermedio
2187-LZGPL,1,Female,0,0,0,7,0,No phone service,DSL,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),1.34,40.1,293.3,Medio-bajo,Bajo,Nuevo
2187-PKZAY,0,Male,0,0,0,12,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),2.66,79.95,1043.4,Medio-alto,Medio-bajo,Nuevo
2188-SXWVT,0,Female,0,0,0,34,1,0,DSL,1,1,0,0,0,0,One year,0,Mailed check,1.83,55.0,1885.15,Medio-bajo,Medio-alto,Intermedio
2189-UXTKY,1,Female,0,1,0,22,1,1,DSL,1,0,0,1,1,1,Month-to-month,1,Electronic check,2.64,79.2,1742.75,Medio-alto,Medio-alto,Intermedio
2189-WWOEW,1,Female,0,0,1,15,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),2.86,85.9,1269.55,Medio-alto,Medio-bajo,Intermedio
2190-BCXEC,0,Female,0,1,0,40,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),2.63,78.85,3126.85,Medio-alto,Medio-alto,Leal
2190-PHBHR,0,Female,0,1,0,72,1,1,Fiber optic,1,1,0,0,0,1,Two year,1,Credit card (automatic),3.15,94.45,6921.7,Alto,Alto,Muy leal
2192-CKRLV,0,Female,0,1,0,72,0,No phone service,DSL,1,1,1,0,0,1,Two year,1,Electronic check,1.64,49.2,3580.95,Medio-bajo,Medio-alto,Muy leal
2192-OZITF,0,Female,0,0,0,45,1,1,DSL,1,0,0,1,0,1,Two year,0,Mailed check,2.45,73.55,3349.1,Medio-alto,Medio-alto,Leal
2193-SFWQW,0,Male,0,1,1,72,1,0,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),3.73,111.95,8033.1,Alto,Alto,Muy leal
2194-IIQOF,0,Female,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),2.98,89.3,6388.65,Medio-alto,Alto,Muy leal
2195-VVRJF,0,Male,1,1,0,18,1,0,DSL,1,0,0,0,0,1,Month-to-month,1,Credit card (automatic),1.97,59.1,1011.05,Medio-bajo,Medio-bajo,Intermedio
